series_id	platform_id	sample_id	gsm_name	gpl_name	gse_name	atherosclerosis_control	atherosclerosis	sample_class
2612	3	105100	GSM502433	GPL6104	GSE20129		atherosclerosis	1
2612	3	105101	GSM502434	GPL6104	GSE20129		atherosclerosis	1
2612	3	105102	GSM502435	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105103	GSM502436	GPL6104	GSE20129		atherosclerosis	1
2612	3	105104	GSM502437	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105105	GSM502438	GPL6104	GSE20129		atherosclerosis	1
2612	3	105106	GSM502439	GPL6104	GSE20129		atherosclerosis	1
2612	3	105107	GSM502440	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105108	GSM502441	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105109	GSM502442	GPL6104	GSE20129		atherosclerosis	1
2612	3	105110	GSM502443	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105111	GSM502444	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105112	GSM502445	GPL6104	GSE20129		atherosclerosis	1
2612	3	105113	GSM502446	GPL6104	GSE20129		atherosclerosis	1
2612	3	105114	GSM502447	GPL6104	GSE20129		atherosclerosis	1
2612	3	105115	GSM502448	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105116	GSM502449	GPL6104	GSE20129		atherosclerosis	1
2612	3	105117	GSM502450	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105118	GSM502451	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105119	GSM502452	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105120	GSM502453	GPL6104	GSE20129		atherosclerosis	1
2612	3	105121	GSM502454	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105122	GSM502455	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105123	GSM502456	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105124	GSM502457	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105125	GSM502458	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105126	GSM502459	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105127	GSM502460	GPL6104	GSE20129		atherosclerosis	1
2612	3	105128	GSM502461	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105129	GSM502462	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105130	GSM502463	GPL6104	GSE20129		atherosclerosis	1
2612	3	105131	GSM502464	GPL6104	GSE20129		atherosclerosis	1
2612	3	105132	GSM502465	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105133	GSM502466	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105134	GSM502467	GPL6104	GSE20129		atherosclerosis	1
2612	3	105135	GSM502468	GPL6104	GSE20129		atherosclerosis	1
2612	3	105136	GSM502469	GPL6104	GSE20129		atherosclerosis	1
2612	3	105137	GSM502470	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105138	GSM502471	GPL6104	GSE20129		atherosclerosis	1
2612	3	105139	GSM502472	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105140	GSM502473	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105141	GSM502474	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105142	GSM502475	GPL6104	GSE20129		atherosclerosis	1
2612	3	105143	GSM502476	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105144	GSM502477	GPL6104	GSE20129		atherosclerosis	1
2612	3	105145	GSM502478	GPL6104	GSE20129		atherosclerosis	1
2612	3	105146	GSM502479	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105147	GSM502480	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105148	GSM502481	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105149	GSM502482	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105150	GSM502483	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105151	GSM502484	GPL6104	GSE20129		atherosclerosis	1
2612	3	105152	GSM502485	GPL6104	GSE20129		atherosclerosis	1
2612	3	105153	GSM502486	GPL6104	GSE20129		atherosclerosis	1
2612	3	105154	GSM502487	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105155	GSM502488	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105156	GSM502489	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105157	GSM502490	GPL6104	GSE20129		atherosclerosis	1
2612	3	105158	GSM502491	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105159	GSM502492	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105160	GSM502493	GPL6104	GSE20129		atherosclerosis	1
2612	3	105161	GSM502494	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105162	GSM502495	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105163	GSM502496	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105164	GSM502497	GPL6104	GSE20129		atherosclerosis	1
2612	3	105165	GSM502498	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105166	GSM502499	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105167	GSM502500	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105168	GSM502501	GPL6104	GSE20129		atherosclerosis	1
2612	3	105169	GSM502502	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105170	GSM502503	GPL6104	GSE20129		atherosclerosis	1
2612	3	105171	GSM502504	GPL6104	GSE20129		atherosclerosis	1
2612	3	105172	GSM502505	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105173	GSM502506	GPL6104	GSE20129		atherosclerosis	1
2612	3	105174	GSM502507	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105175	GSM502508	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105176	GSM502509	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105177	GSM502510	GPL6104	GSE20129		atherosclerosis	1
2612	3	105178	GSM502511	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105179	GSM502512	GPL6104	GSE20129		atherosclerosis	1
2612	3	105180	GSM502513	GPL6104	GSE20129		atherosclerosis	1
2612	3	105181	GSM502514	GPL6104	GSE20129		atherosclerosis	1
2612	3	105182	GSM502515	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105183	GSM502516	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105184	GSM502517	GPL6104	GSE20129	atherosclerosis_control		0
2612	3	105185	GSM502518	GPL6104	GSE20129	atherosclerosis_control		0
3545	74	144386	GSM585942	GPL2700	GSE23746	atherosclerosis_control		0
3545	74	144387	GSM585943	GPL2700	GSE23746	atherosclerosis_control		0
3545	74	144388	GSM585944	GPL2700	GSE23746	atherosclerosis_control		0
3545	74	144389	GSM585945	GPL2700	GSE23746	atherosclerosis_control		0
3545	74	144390	GSM585946	GPL2700	GSE23746	atherosclerosis_control		0
3545	74	144391	GSM585947	GPL2700	GSE23746	atherosclerosis_control		0
3545	74	144392	GSM585948	GPL2700	GSE23746	atherosclerosis_control		0
3545	74	144393	GSM585949	GPL2700	GSE23746	atherosclerosis_control		0
3545	74	144394	GSM585950	GPL2700	GSE23746	atherosclerosis_control		0
3545	74	144395	GSM585951	GPL2700	GSE23746	atherosclerosis_control		0
3545	74	144396	GSM585952	GPL2700	GSE23746	atherosclerosis_control		0
3545	74	144397	GSM585953	GPL2700	GSE23746	atherosclerosis_control		0
3545	74	144398	GSM585954	GPL2700	GSE23746	atherosclerosis_control		0
3545	74	144399	GSM585955	GPL2700	GSE23746	atherosclerosis_control		0
3545	74	144400	GSM585956	GPL2700	GSE23746	atherosclerosis_control		0
3545	74	144401	GSM585957	GPL2700	GSE23746	atherosclerosis_control		0
3545	74	144402	GSM585958	GPL2700	GSE23746	atherosclerosis_control		0
3545	74	144403	GSM585959	GPL2700	GSE23746	atherosclerosis_control		0
3545	74	144404	GSM585960	GPL2700	GSE23746	atherosclerosis_control		0
3545	74	144405	GSM585961	GPL2700	GSE23746		atherosclerosis	1
3545	74	144406	GSM585962	GPL2700	GSE23746		atherosclerosis	1
3545	74	144407	GSM585963	GPL2700	GSE23746		atherosclerosis	1
3545	74	144408	GSM585964	GPL2700	GSE23746		atherosclerosis	1
3545	74	144409	GSM585965	GPL2700	GSE23746		atherosclerosis	1
3545	74	144410	GSM585966	GPL2700	GSE23746		atherosclerosis	1
3545	74	144411	GSM585967	GPL2700	GSE23746		atherosclerosis	1
3545	74	144412	GSM585968	GPL2700	GSE23746		atherosclerosis	1
3545	74	144413	GSM585969	GPL2700	GSE23746		atherosclerosis	1
3545	74	144414	GSM585970	GPL2700	GSE23746		atherosclerosis	1
3545	74	144415	GSM585971	GPL2700	GSE23746		atherosclerosis	1
3545	74	144416	GSM585972	GPL2700	GSE23746		atherosclerosis	1
3545	74	144417	GSM585973	GPL2700	GSE23746		atherosclerosis	1
3545	74	144418	GSM585974	GPL2700	GSE23746		atherosclerosis	1
3545	74	144419	GSM585975	GPL2700	GSE23746		atherosclerosis	1
3545	74	144420	GSM585976	GPL2700	GSE23746		atherosclerosis	1
3545	74	144421	GSM585977	GPL2700	GSE23746		atherosclerosis	1
3545	74	144422	GSM585978	GPL2700	GSE23746		atherosclerosis	1
3545	74	144423	GSM585979	GPL2700	GSE23746		atherosclerosis	1
3545	74	144424	GSM585980	GPL2700	GSE23746		atherosclerosis	1
3545	74	144425	GSM585981	GPL2700	GSE23746		atherosclerosis	1
3545	74	144426	GSM585982	GPL2700	GSE23746		atherosclerosis	1
3545	74	144427	GSM585983	GPL2700	GSE23746		atherosclerosis	1
3545	74	144428	GSM585984	GPL2700	GSE23746		atherosclerosis	1
3545	74	144429	GSM585985	GPL2700	GSE23746		atherosclerosis	1
3545	74	144430	GSM585986	GPL2700	GSE23746		atherosclerosis	1
3545	74	144431	GSM585987	GPL2700	GSE23746		atherosclerosis	1
3545	74	144432	GSM585988	GPL2700	GSE23746		atherosclerosis	1
3545	74	144433	GSM585989	GPL2700	GSE23746		atherosclerosis	1
3545	74	144434	GSM585990	GPL2700	GSE23746		atherosclerosis	1
3545	74	144435	GSM585991	GPL2700	GSE23746		atherosclerosis	1
3545	74	144436	GSM585992	GPL2700	GSE23746		atherosclerosis	1
3545	74	144437	GSM585993	GPL2700	GSE23746		atherosclerosis	1
3545	74	144438	GSM585994	GPL2700	GSE23746		atherosclerosis	1
3545	74	144439	GSM585995	GPL2700	GSE23746		atherosclerosis	1
3545	74	144440	GSM585996	GPL2700	GSE23746		atherosclerosis	1
3545	74	144441	GSM585997	GPL2700	GSE23746		atherosclerosis	1
3545	74	144442	GSM585998	GPL2700	GSE23746		atherosclerosis	1
3545	74	144443	GSM585999	GPL2700	GSE23746		atherosclerosis	1
3545	74	144444	GSM586000	GPL2700	GSE23746		atherosclerosis	1
3545	74	144445	GSM586001	GPL2700	GSE23746		atherosclerosis	1
3545	74	144446	GSM586002	GPL2700	GSE23746		atherosclerosis	1
3545	74	144447	GSM586003	GPL2700	GSE23746		atherosclerosis	1
3545	74	144448	GSM586004	GPL2700	GSE23746		atherosclerosis	1
3545	74	144449	GSM586005	GPL2700	GSE23746		atherosclerosis	1
3545	74	144450	GSM586006	GPL2700	GSE23746		atherosclerosis	1
3545	74	144451	GSM586007	GPL2700	GSE23746		atherosclerosis	1
3545	74	144452	GSM586008	GPL2700	GSE23746		atherosclerosis	1
3545	74	144453	GSM586009	GPL2700	GSE23746		atherosclerosis	1
3545	74	144454	GSM586010	GPL2700	GSE23746		atherosclerosis	1
3545	74	144455	GSM586011	GPL2700	GSE23746		atherosclerosis	1
3545	74	144456	GSM586012	GPL2700	GSE23746		atherosclerosis	1
3545	74	144457	GSM586013	GPL2700	GSE23746		atherosclerosis	1
3545	74	144458	GSM586014	GPL2700	GSE23746		atherosclerosis	1
3545	74	144459	GSM586015	GPL2700	GSE23746		atherosclerosis	1
3545	74	144460	GSM586016	GPL2700	GSE23746		atherosclerosis	1
3545	74	144461	GSM586017	GPL2700	GSE23746		atherosclerosis	1
3545	74	144462	GSM586018	GPL2700	GSE23746		atherosclerosis	1
3545	74	144463	GSM586019	GPL2700	GSE23746		atherosclerosis	1
3545	74	144464	GSM586020	GPL2700	GSE23746		atherosclerosis	1
3545	74	144465	GSM586021	GPL2700	GSE23746		atherosclerosis	1
3545	74	144466	GSM586022	GPL2700	GSE23746		atherosclerosis	1
3545	74	144467	GSM586023	GPL2700	GSE23746		atherosclerosis	1
3545	74	144468	GSM586024	GPL2700	GSE23746		atherosclerosis	1
3545	74	144469	GSM586025	GPL2700	GSE23746		atherosclerosis	1
3545	74	144470	GSM586026	GPL2700	GSE23746		atherosclerosis	1
3545	74	144471	GSM586027	GPL2700	GSE23746		atherosclerosis	1
3545	74	144472	GSM586028	GPL2700	GSE23746		atherosclerosis	1
3545	74	144473	GSM586029	GPL2700	GSE23746		atherosclerosis	1
3545	74	144474	GSM586030	GPL2700	GSE23746		atherosclerosis	1
3545	74	144475	GSM586031	GPL2700	GSE23746		atherosclerosis	1
3545	74	144476	GSM586032	GPL2700	GSE23746		atherosclerosis	1
3545	74	144477	GSM586033	GPL2700	GSE23746		atherosclerosis	1
3545	74	144478	GSM586034	GPL2700	GSE23746		atherosclerosis	1
3545	74	144479	GSM586035	GPL2700	GSE23746		atherosclerosis	1
3545	74	144480	GSM586036	GPL2700	GSE23746		atherosclerosis	1
6873	674	276863	GSM916575	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276864	GSM916576	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276865	GSM916577	GPL10558	GSE37356		atherosclerosis	1
6873	674	276866	GSM916578	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276867	GSM916579	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276868	GSM916580	GPL10558	GSE37356		atherosclerosis	1
6873	674	276869	GSM916581	GPL10558	GSE37356		atherosclerosis	1
6873	674	276870	GSM916582	GPL10558	GSE37356		atherosclerosis	1
6873	674	276871	GSM916583	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276872	GSM916584	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276873	GSM916585	GPL10558	GSE37356		atherosclerosis	1
6873	674	276874	GSM916586	GPL10558	GSE37356		atherosclerosis	1
6873	674	276875	GSM916587	GPL10558	GSE37356		atherosclerosis	1
6873	674	276876	GSM916588	GPL10558	GSE37356		atherosclerosis	1
6873	674	276877	GSM916589	GPL10558	GSE37356		atherosclerosis	1
6873	674	276878	GSM916590	GPL10558	GSE37356		atherosclerosis	1
6873	674	276879	GSM916591	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276880	GSM916592	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276881	GSM916593	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276882	GSM916594	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276883	GSM916595	GPL10558	GSE37356		atherosclerosis	1
6873	674	276884	GSM916596	GPL10558	GSE37356		atherosclerosis	1
6873	674	276885	GSM916597	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276886	GSM916598	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276887	GSM916599	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276888	GSM916600	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276889	GSM916601	GPL10558	GSE37356		atherosclerosis	1
6873	674	276890	GSM916602	GPL10558	GSE37356		atherosclerosis	1
6873	674	276891	GSM916603	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276892	GSM916604	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276893	GSM916605	GPL10558	GSE37356		atherosclerosis	1
6873	674	276894	GSM916606	GPL10558	GSE37356		atherosclerosis	1
6873	674	276895	GSM916607	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276896	GSM916608	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276897	GSM916609	GPL10558	GSE37356		atherosclerosis	1
6873	674	276898	GSM916610	GPL10558	GSE37356		atherosclerosis	1
6873	674	276899	GSM916611	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276900	GSM916612	GPL10558	GSE37356		atherosclerosis	1
6873	674	276901	GSM916613	GPL10558	GSE37356		atherosclerosis	1
6873	674	276902	GSM916614	GPL10558	GSE37356		atherosclerosis	1
6873	674	276903	GSM916615	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276904	GSM916616	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276905	GSM916617	GPL10558	GSE37356		atherosclerosis	1
6873	674	276906	GSM916618	GPL10558	GSE37356		atherosclerosis	1
6873	674	276907	GSM916619	GPL10558	GSE37356		atherosclerosis	1
6873	674	276908	GSM916620	GPL10558	GSE37356		atherosclerosis	1
6873	674	276909	GSM916621	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276910	GSM916622	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276911	GSM916623	GPL10558	GSE37356		atherosclerosis	1
6873	674	276912	GSM916624	GPL10558	GSE37356		atherosclerosis	1
6873	674	276913	GSM916625	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276914	GSM916626	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276915	GSM916627	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276916	GSM916628	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276917	GSM916629	GPL10558	GSE37356		atherosclerosis	1
6873	674	276918	GSM916630	GPL10558	GSE37356		atherosclerosis	1
6873	674	276919	GSM916631	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276920	GSM916632	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276921	GSM916633	GPL10558	GSE37356		atherosclerosis	1
6873	674	276922	GSM916634	GPL10558	GSE37356		atherosclerosis	1
6873	674	276923	GSM916635	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276924	GSM916636	GPL10558	GSE37356		atherosclerosis	1
6873	674	276925	GSM916637	GPL10558	GSE37356		atherosclerosis	1
6873	674	276926	GSM916638	GPL10558	GSE37356		atherosclerosis	1
6873	674	276927	GSM916639	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276928	GSM916640	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276929	GSM916641	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276930	GSM916642	GPL10558	GSE37356	atherosclerosis_control		0
6873	674	276931	GSM916643	GPL10558	GSE37356		atherosclerosis	1
6873	674	276932	GSM916644	GPL10558	GSE37356		atherosclerosis	1
6873	674	276933	GSM916645	GPL10558	GSE37356		atherosclerosis	1
6873	674	276934	GSM916646	GPL10558	GSE37356		atherosclerosis	1
11861	2	463686	GSM249365	GPL96	GSE9874		atherosclerosis	1
11861	2	463687	GSM249366	GPL96	GSE9874		atherosclerosis	1
11861	2	463688	GSM249367	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463689	GSM249368	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463690	GSM249369	GPL96	GSE9874		atherosclerosis	1
11861	2	463691	GSM249370	GPL96	GSE9874		atherosclerosis	1
11861	2	463692	GSM249371	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463693	GSM249372	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463694	GSM249373	GPL96	GSE9874		atherosclerosis	1
11861	2	463695	GSM249374	GPL96	GSE9874		atherosclerosis	1
11861	2	463696	GSM249375	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463697	GSM249376	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463698	GSM249377	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463699	GSM249378	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463700	GSM249379	GPL96	GSE9874		atherosclerosis	1
11861	2	463701	GSM249380	GPL96	GSE9874		atherosclerosis	1
11861	2	463702	GSM249381	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463703	GSM249382	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463704	GSM249383	GPL96	GSE9874		atherosclerosis	1
11861	2	463705	GSM249384	GPL96	GSE9874		atherosclerosis	1
11861	2	463706	GSM249385	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463707	GSM249386	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463708	GSM249387	GPL96	GSE9874		atherosclerosis	1
11861	2	463709	GSM249388	GPL96	GSE9874		atherosclerosis	1
11861	2	463710	GSM249389	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463711	GSM249390	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463712	GSM249391	GPL96	GSE9874		atherosclerosis	1
11861	2	463713	GSM249392	GPL96	GSE9874		atherosclerosis	1
11861	2	463714	GSM249393	GPL96	GSE9874		atherosclerosis	1
11861	2	463715	GSM249394	GPL96	GSE9874		atherosclerosis	1
11861	2	463716	GSM249395	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463717	GSM249396	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463718	GSM249397	GPL96	GSE9874		atherosclerosis	1
11861	2	463719	GSM249398	GPL96	GSE9874		atherosclerosis	1
11861	2	463720	GSM249399	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463721	GSM249400	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463722	GSM249401	GPL96	GSE9874		atherosclerosis	1
11861	2	463723	GSM249402	GPL96	GSE9874		atherosclerosis	1
11861	2	463724	GSM249403	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463725	GSM249404	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463726	GSM249405	GPL96	GSE9874		atherosclerosis	1
11861	2	463727	GSM249406	GPL96	GSE9874		atherosclerosis	1
11861	2	463728	GSM249407	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463729	GSM249408	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463730	GSM249409	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463731	GSM249410	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463732	GSM249411	GPL96	GSE9874		atherosclerosis	1
11861	2	463733	GSM249412	GPL96	GSE9874		atherosclerosis	1
11861	2	463734	GSM249413	GPL96	GSE9874		atherosclerosis	1
11861	2	463735	GSM249414	GPL96	GSE9874		atherosclerosis	1
11861	2	463736	GSM249415	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463737	GSM249416	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463738	GSM249417	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463739	GSM249418	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463740	GSM249419	GPL96	GSE9874		atherosclerosis	1
11861	2	463741	GSM249420	GPL96	GSE9874		atherosclerosis	1
11861	2	463742	GSM249421	GPL96	GSE9874		atherosclerosis	1
11861	2	463743	GSM249422	GPL96	GSE9874		atherosclerosis	1
11861	2	463744	GSM249423	GPL96	GSE9874	atherosclerosis_control		0
11861	2	463745	GSM249424	GPL96	GSE9874	atherosclerosis_control		0
