series_id	platform_id	sample_id	gsm_name	gpl_name	gse_name	breast_tissue_control	breast_cancer	breast_cancer_control	or	sample_class
206	4	8214	GSM272217	GPL570	GSE10780		breast_cancer			1
206	4	8215	GSM272218	GPL570	GSE10780	breast_tissue_control				0
206	4	8216	GSM272219	GPL570	GSE10780	breast_tissue_control				0
206	4	8217	GSM272220	GPL570	GSE10780	breast_tissue_control				0
206	4	8218	GSM272221	GPL570	GSE10780		breast_cancer			1
206	4	8219	GSM272222	GPL570	GSE10780	breast_tissue_control				0
206	4	8220	GSM272223	GPL570	GSE10780	breast_tissue_control				0
206	4	8221	GSM272224	GPL570	GSE10780	breast_tissue_control				0
206	4	8222	GSM272225	GPL570	GSE10780		breast_cancer			1
206	4	8223	GSM272226	GPL570	GSE10780	breast_tissue_control				0
206	4	8224	GSM272227	GPL570	GSE10780	breast_tissue_control				0
206	4	8225	GSM272228	GPL570	GSE10780	breast_tissue_control				0
206	4	8226	GSM272229	GPL570	GSE10780	breast_tissue_control				0
206	4	8227	GSM272230	GPL570	GSE10780	breast_tissue_control				0
206	4	8228	GSM272231	GPL570	GSE10780		breast_cancer			1
206	4	8229	GSM272232	GPL570	GSE10780	breast_tissue_control				0
206	4	8230	GSM272233	GPL570	GSE10780	breast_tissue_control				0
206	4	8231	GSM272234	GPL570	GSE10780	breast_tissue_control				0
206	4	8232	GSM272235	GPL570	GSE10780	breast_tissue_control				0
206	4	8233	GSM272236	GPL570	GSE10780	breast_tissue_control				0
206	4	8234	GSM272237	GPL570	GSE10780	breast_tissue_control				0
206	4	8235	GSM272238	GPL570	GSE10780	breast_tissue_control				0
206	4	8236	GSM272239	GPL570	GSE10780	breast_tissue_control				0
206	4	8237	GSM272240	GPL570	GSE10780	breast_tissue_control				0
206	4	8238	GSM272241	GPL570	GSE10780	breast_tissue_control				0
206	4	8239	GSM272242	GPL570	GSE10780		breast_cancer			1
206	4	8240	GSM272243	GPL570	GSE10780		breast_cancer			1
206	4	8241	GSM272244	GPL570	GSE10780	breast_tissue_control				0
206	4	8242	GSM272245	GPL570	GSE10780		breast_cancer			1
206	4	8243	GSM272246	GPL570	GSE10780		breast_cancer			1
206	4	8244	GSM272247	GPL570	GSE10780		breast_cancer			1
206	4	8245	GSM272248	GPL570	GSE10780	breast_tissue_control				0
206	4	8246	GSM272249	GPL570	GSE10780	breast_tissue_control				0
206	4	8247	GSM272250	GPL570	GSE10780	breast_tissue_control				0
206	4	8248	GSM272251	GPL570	GSE10780	breast_tissue_control				0
206	4	8249	GSM272252	GPL570	GSE10780		breast_cancer			1
206	4	8250	GSM272253	GPL570	GSE10780		breast_cancer			1
206	4	8251	GSM272254	GPL570	GSE10780		breast_cancer			1
206	4	8252	GSM272255	GPL570	GSE10780	breast_tissue_control				0
206	4	8253	GSM272256	GPL570	GSE10780	breast_tissue_control				0
206	4	8254	GSM272257	GPL570	GSE10780	breast_tissue_control				0
206	4	8255	GSM272258	GPL570	GSE10780	breast_tissue_control				0
206	4	8256	GSM272259	GPL570	GSE10780	breast_tissue_control				0
206	4	8257	GSM272260	GPL570	GSE10780	breast_tissue_control				0
206	4	8258	GSM272261	GPL570	GSE10780	breast_tissue_control				0
206	4	8259	GSM272262	GPL570	GSE10780		breast_cancer			1
206	4	8260	GSM272263	GPL570	GSE10780	breast_tissue_control				0
206	4	8261	GSM272264	GPL570	GSE10780	breast_tissue_control				0
206	4	8262	GSM272265	GPL570	GSE10780	breast_tissue_control				0
206	4	8263	GSM272266	GPL570	GSE10780	breast_tissue_control				0
206	4	8264	GSM272267	GPL570	GSE10780	breast_tissue_control				0
206	4	8265	GSM272268	GPL570	GSE10780	breast_tissue_control				0
206	4	8266	GSM272269	GPL570	GSE10780	breast_tissue_control				0
206	4	8267	GSM272270	GPL570	GSE10780	breast_tissue_control				0
206	4	8268	GSM272271	GPL570	GSE10780	breast_tissue_control				0
206	4	8269	GSM272272	GPL570	GSE10780		breast_cancer			1
206	4	8270	GSM272273	GPL570	GSE10780	breast_tissue_control				0
206	4	8271	GSM272274	GPL570	GSE10780	breast_tissue_control				0
206	4	8272	GSM272275	GPL570	GSE10780	breast_tissue_control				0
206	4	8273	GSM272276	GPL570	GSE10780	breast_tissue_control				0
206	4	8274	GSM272277	GPL570	GSE10780	breast_tissue_control				0
206	4	8275	GSM272278	GPL570	GSE10780	breast_tissue_control				0
206	4	8276	GSM272279	GPL570	GSE10780	breast_tissue_control				0
206	4	8277	GSM272280	GPL570	GSE10780		breast_cancer			1
206	4	8278	GSM272281	GPL570	GSE10780	breast_tissue_control				0
206	4	8279	GSM272282	GPL570	GSE10780	breast_tissue_control				0
206	4	8280	GSM272283	GPL570	GSE10780	breast_tissue_control				0
206	4	8281	GSM272284	GPL570	GSE10780	breast_tissue_control				0
206	4	8282	GSM272285	GPL570	GSE10780	breast_tissue_control				0
206	4	8283	GSM272286	GPL570	GSE10780	breast_tissue_control				0
206	4	8284	GSM272287	GPL570	GSE10780		breast_cancer			1
206	4	8285	GSM272288	GPL570	GSE10780	breast_tissue_control				0
206	4	8286	GSM272289	GPL570	GSE10780	breast_tissue_control				0
206	4	8287	GSM272290	GPL570	GSE10780		breast_cancer			1
206	4	8288	GSM272291	GPL570	GSE10780	breast_tissue_control				0
206	4	8289	GSM272292	GPL570	GSE10780	breast_tissue_control				0
206	4	8290	GSM272293	GPL570	GSE10780	breast_tissue_control				0
206	4	8291	GSM272294	GPL570	GSE10780	breast_tissue_control				0
206	4	8292	GSM272295	GPL570	GSE10780	breast_tissue_control				0
206	4	8293	GSM272296	GPL570	GSE10780	breast_tissue_control				0
206	4	8294	GSM272297	GPL570	GSE10780	breast_tissue_control				0
206	4	8295	GSM272298	GPL570	GSE10780	breast_tissue_control				0
206	4	8296	GSM272299	GPL570	GSE10780	breast_tissue_control				0
206	4	8297	GSM272300	GPL570	GSE10780		breast_cancer			1
206	4	8298	GSM272301	GPL570	GSE10780		breast_cancer			1
206	4	8299	GSM272302	GPL570	GSE10780	breast_tissue_control				0
206	4	8300	GSM272303	GPL570	GSE10780	breast_tissue_control				0
206	4	8301	GSM272304	GPL570	GSE10780		breast_cancer			1
206	4	8302	GSM272305	GPL570	GSE10780	breast_tissue_control				0
206	4	8303	GSM272306	GPL570	GSE10780	breast_tissue_control				0
206	4	8304	GSM272307	GPL570	GSE10780	breast_tissue_control				0
206	4	8305	GSM272308	GPL570	GSE10780	breast_tissue_control				0
206	4	8306	GSM272309	GPL570	GSE10780		breast_cancer			1
206	4	8307	GSM272310	GPL570	GSE10780		breast_cancer			1
206	4	8308	GSM272311	GPL570	GSE10780	breast_tissue_control				0
206	4	8309	GSM272312	GPL570	GSE10780	breast_tissue_control				0
206	4	8310	GSM272313	GPL570	GSE10780	breast_tissue_control				0
206	4	8311	GSM272314	GPL570	GSE10780	breast_tissue_control				0
206	4	8312	GSM272315	GPL570	GSE10780	breast_tissue_control				0
206	4	8313	GSM272316	GPL570	GSE10780		breast_cancer			1
206	4	8314	GSM272317	GPL570	GSE10780	breast_tissue_control				0
212	9	8474	GSM272671	GPL571	GSE10797		breast_cancer			1
212	9	8475	GSM272672	GPL571	GSE10797		breast_cancer			1
212	9	8476	GSM272673	GPL571	GSE10797		breast_cancer			1
212	9	8477	GSM272674	GPL571	GSE10797		breast_cancer			1
212	9	8478	GSM272675	GPL571	GSE10797		breast_cancer			1
212	9	8479	GSM272676	GPL571	GSE10797		breast_cancer			1
212	9	8480	GSM272677	GPL571	GSE10797		breast_cancer			1
212	9	8481	GSM272678	GPL571	GSE10797		breast_cancer			1
212	9	8482	GSM272679	GPL571	GSE10797		breast_cancer			1
212	9	8483	GSM272680	GPL571	GSE10797		breast_cancer			1
212	9	8484	GSM272681	GPL571	GSE10797		breast_cancer			1
212	9	8485	GSM272682	GPL571	GSE10797		breast_cancer			1
212	9	8486	GSM272683	GPL571	GSE10797		breast_cancer			1
212	9	8487	GSM272684	GPL571	GSE10797		breast_cancer			1
212	9	8488	GSM272685	GPL571	GSE10797		breast_cancer			1
212	9	8489	GSM272686	GPL571	GSE10797		breast_cancer			1
212	9	8490	GSM272687	GPL571	GSE10797		breast_cancer			1
212	9	8491	GSM272688	GPL571	GSE10797		breast_cancer			1
212	9	8492	GSM272689	GPL571	GSE10797		breast_cancer			1
212	9	8493	GSM272690	GPL571	GSE10797		breast_cancer			1
212	9	8494	GSM272691	GPL571	GSE10797		breast_cancer			1
212	9	8495	GSM272692	GPL571	GSE10797		breast_cancer			1
212	9	8496	GSM272693	GPL571	GSE10797		breast_cancer			1
212	9	8497	GSM272694	GPL571	GSE10797		breast_cancer			1
212	9	8498	GSM272695	GPL571	GSE10797		breast_cancer			1
212	9	8499	GSM272696	GPL571	GSE10797		breast_cancer			1
212	9	8500	GSM272697	GPL571	GSE10797		breast_cancer			1
212	9	8501	GSM272698	GPL571	GSE10797		breast_cancer			1
212	9	8502	GSM272699	GPL571	GSE10797		breast_cancer			1
212	9	8503	GSM272700	GPL571	GSE10797		breast_cancer			1
212	9	8504	GSM272701	GPL571	GSE10797		breast_cancer			1
212	9	8505	GSM272702	GPL571	GSE10797		breast_cancer			1
212	9	8506	GSM272703	GPL571	GSE10797		breast_cancer			1
212	9	8507	GSM272704	GPL571	GSE10797		breast_cancer			1
212	9	8508	GSM272705	GPL571	GSE10797		breast_cancer			1
212	9	8509	GSM272706	GPL571	GSE10797		breast_cancer			1
212	9	8510	GSM272707	GPL571	GSE10797		breast_cancer			1
212	9	8511	GSM272708	GPL571	GSE10797		breast_cancer			1
212	9	8512	GSM272709	GPL571	GSE10797		breast_cancer			1
212	9	8513	GSM272710	GPL571	GSE10797		breast_cancer			1
212	9	8514	GSM272711	GPL571	GSE10797		breast_cancer			1
212	9	8515	GSM272712	GPL571	GSE10797		breast_cancer			1
212	9	8516	GSM272713	GPL571	GSE10797		breast_cancer			1
212	9	8517	GSM272714	GPL571	GSE10797		breast_cancer			1
212	9	8518	GSM272715	GPL571	GSE10797		breast_cancer			1
212	9	8519	GSM272716	GPL571	GSE10797		breast_cancer			1
212	9	8520	GSM272717	GPL571	GSE10797		breast_cancer			1
212	9	8521	GSM272718	GPL571	GSE10797		breast_cancer			1
212	9	8522	GSM272719	GPL571	GSE10797		breast_cancer			1
212	9	8523	GSM272720	GPL571	GSE10797		breast_cancer			1
212	9	8524	GSM272721	GPL571	GSE10797		breast_cancer			1
212	9	8525	GSM272722	GPL571	GSE10797		breast_cancer			1
212	9	8526	GSM272723	GPL571	GSE10797		breast_cancer			1
212	9	8527	GSM272724	GPL571	GSE10797		breast_cancer			1
212	9	8528	GSM272725	GPL571	GSE10797		breast_cancer			1
212	9	8529	GSM272726	GPL571	GSE10797		breast_cancer			1
212	9	8530	GSM272727	GPL571	GSE10797	breast_tissue_control				0
212	9	8531	GSM272728	GPL571	GSE10797	breast_tissue_control				0
212	9	8532	GSM272729	GPL571	GSE10797	breast_tissue_control				0
212	9	8533	GSM272730	GPL571	GSE10797	breast_tissue_control				0
212	9	8534	GSM272731	GPL571	GSE10797	breast_tissue_control				0
212	9	8535	GSM272732	GPL571	GSE10797	breast_tissue_control				0
212	9	8536	GSM272733	GPL571	GSE10797	breast_tissue_control				0
212	9	8537	GSM272734	GPL571	GSE10797	breast_tissue_control				0
212	9	8538	GSM272735	GPL571	GSE10797	breast_tissue_control				0
212	9	8539	GSM272736	GPL571	GSE10797	breast_tissue_control				0
218	4	8588	GSM272923	GPL570	GSE10810	breast_tissue_control				0
218	4	8589	GSM272924	GPL570	GSE10810	breast_tissue_control				0
218	4	8590	GSM272925	GPL570	GSE10810	breast_tissue_control				0
218	4	8591	GSM272926	GPL570	GSE10810	breast_tissue_control				0
218	4	8592	GSM272927	GPL570	GSE10810	breast_tissue_control				0
218	4	8593	GSM272928	GPL570	GSE10810	breast_tissue_control				0
218	4	8594	GSM272929	GPL570	GSE10810	breast_tissue_control				0
218	4	8595	GSM272930	GPL570	GSE10810	breast_tissue_control				0
218	4	8596	GSM272931	GPL570	GSE10810	breast_tissue_control				0
218	4	8597	GSM272932	GPL570	GSE10810	breast_tissue_control				0
218	4	8598	GSM272933	GPL570	GSE10810	breast_tissue_control				0
218	4	8599	GSM272934	GPL570	GSE10810	breast_tissue_control				0
218	4	8600	GSM272935	GPL570	GSE10810	breast_tissue_control				0
218	4	8601	GSM272936	GPL570	GSE10810	breast_tissue_control				0
218	4	8602	GSM272937	GPL570	GSE10810	breast_tissue_control				0
218	4	8603	GSM272938	GPL570	GSE10810	breast_tissue_control				0
218	4	8604	GSM272939	GPL570	GSE10810	breast_tissue_control				0
218	4	8605	GSM272940	GPL570	GSE10810	breast_tissue_control				0
218	4	8606	GSM272941	GPL570	GSE10810	breast_tissue_control				0
218	4	8607	GSM272942	GPL570	GSE10810	breast_tissue_control				0
218	4	8608	GSM272943	GPL570	GSE10810	breast_tissue_control				0
218	4	8609	GSM272944	GPL570	GSE10810	breast_tissue_control				0
218	4	8610	GSM272945	GPL570	GSE10810	breast_tissue_control				0
218	4	8611	GSM272946	GPL570	GSE10810	breast_tissue_control				0
218	4	8612	GSM272947	GPL570	GSE10810	breast_tissue_control				0
218	4	8613	GSM272948	GPL570	GSE10810	breast_tissue_control				0
218	4	8614	GSM272949	GPL570	GSE10810	breast_tissue_control				0
218	4	8615	GSM272950	GPL570	GSE10810		breast_cancer			1
218	4	8616	GSM272951	GPL570	GSE10810		breast_cancer			1
218	4	8617	GSM272952	GPL570	GSE10810		breast_cancer			1
218	4	8618	GSM272953	GPL570	GSE10810		breast_cancer			1
218	4	8619	GSM272954	GPL570	GSE10810		breast_cancer			1
218	4	8620	GSM272955	GPL570	GSE10810		breast_cancer			1
218	4	8621	GSM272956	GPL570	GSE10810		breast_cancer			1
218	4	8622	GSM272957	GPL570	GSE10810		breast_cancer			1
218	4	8623	GSM272958	GPL570	GSE10810		breast_cancer			1
218	4	8624	GSM272959	GPL570	GSE10810		breast_cancer			1
218	4	8625	GSM272960	GPL570	GSE10810		breast_cancer			1
218	4	8626	GSM272961	GPL570	GSE10810		breast_cancer			1
218	4	8627	GSM272962	GPL570	GSE10810		breast_cancer			1
218	4	8628	GSM272963	GPL570	GSE10810		breast_cancer			1
218	4	8629	GSM272964	GPL570	GSE10810		breast_cancer			1
218	4	8630	GSM272965	GPL570	GSE10810		breast_cancer			1
218	4	8631	GSM272966	GPL570	GSE10810		breast_cancer			1
218	4	8632	GSM272967	GPL570	GSE10810		breast_cancer			1
218	4	8633	GSM272968	GPL570	GSE10810		breast_cancer			1
218	4	8634	GSM272969	GPL570	GSE10810		breast_cancer			1
218	4	8635	GSM272970	GPL570	GSE10810		breast_cancer			1
218	4	8636	GSM272971	GPL570	GSE10810		breast_cancer			1
218	4	8637	GSM272972	GPL570	GSE10810		breast_cancer			1
218	4	8638	GSM272973	GPL570	GSE10810		breast_cancer			1
218	4	8639	GSM272974	GPL570	GSE10810		breast_cancer			1
218	4	8640	GSM272975	GPL570	GSE10810		breast_cancer			1
218	4	8641	GSM272976	GPL570	GSE10810		breast_cancer			1
218	4	8642	GSM272977	GPL570	GSE10810		breast_cancer			1
218	4	8643	GSM272978	GPL570	GSE10810		breast_cancer			1
218	4	8644	GSM272979	GPL570	GSE10810		breast_cancer			1
218	4	8645	GSM272980	GPL570	GSE10810		breast_cancer			1
238	83	9758	GSM34431	GPL1390	GSE10885		breast_cancer			1
238	83	9760	GSM34433	GPL1390	GSE10885		breast_cancer			1
238	83	9761	GSM34434	GPL1390	GSE10885		breast_cancer			1
238	83	9762	GSM34438	GPL1390	GSE10885		breast_cancer			1
238	83	9763	GSM34446	GPL1390	GSE10885		breast_cancer			1
238	83	9764	GSM34447	GPL1390	GSE10885		breast_cancer			1
238	83	9765	GSM34448	GPL1390	GSE10885		breast_cancer			1
238	83	9766	GSM34449	GPL1390	GSE10885		breast_cancer			1
238	83	9767	GSM34450	GPL1390	GSE10885		breast_cancer			1
238	83	9768	GSM34451	GPL1390	GSE10885		breast_cancer			1
238	83	9769	GSM34452	GPL1390	GSE10885		breast_cancer			1
238	83	9771	GSM34454	GPL1390	GSE10885		breast_cancer			1
238	83	9772	GSM34455	GPL1390	GSE10885		breast_cancer			1
238	83	9773	GSM34456	GPL1390	GSE10885		breast_cancer			1
238	83	9774	GSM34457	GPL1390	GSE10885		breast_cancer			1
238	83	9775	GSM34458	GPL1390	GSE10885		breast_cancer			1
238	83	9776	GSM34459	GPL1390	GSE10885		breast_cancer			1
238	83	9777	GSM34460	GPL1390	GSE10885		breast_cancer			1
238	83	9780	GSM34474	GPL1390	GSE10885		breast_cancer			1
238	83	9781	GSM34475	GPL1390	GSE10885		breast_cancer			1
238	83	9782	GSM34479	GPL1390	GSE10885		breast_cancer			1
238	83	9783	GSM34480	GPL1390	GSE10885		breast_cancer			1
238	83	9784	GSM34481	GPL1390	GSE10885		breast_cancer			1
238	83	9785	GSM34482	GPL1390	GSE10885	breast_tissue_control				0
238	83	9786	GSM34483	GPL1390	GSE10885	breast_tissue_control				0
238	83	9787	GSM34486	GPL1390	GSE10885		breast_cancer			1
238	83	9788	GSM34488	GPL1390	GSE10885		breast_cancer			1
238	83	9789	GSM34494	GPL1390	GSE10885		breast_cancer			1
238	83	9790	GSM34495	GPL1390	GSE10885		breast_cancer			1
238	83	9791	GSM34496	GPL1390	GSE10885		breast_cancer			1
238	83	9792	GSM34497	GPL1390	GSE10885		breast_cancer			1
238	83	9795	GSM34534	GPL1390	GSE10885		breast_cancer			1
238	83	9796	GSM34535	GPL1390	GSE10885		breast_cancer			1
238	83	9797	GSM34536	GPL1390	GSE10885		breast_cancer			1
238	83	9798	GSM34537	GPL1390	GSE10885		breast_cancer			1
238	83	9799	GSM34538	GPL1390	GSE10885		breast_cancer			1
238	83	9800	GSM34539	GPL1390	GSE10885		breast_cancer			1
238	83	9801	GSM34540	GPL1390	GSE10885		breast_cancer			1
238	83	9802	GSM34541	GPL1390	GSE10885		breast_cancer			1
238	83	9803	GSM34542	GPL1390	GSE10885		breast_cancer			1
238	83	9804	GSM34543	GPL1390	GSE10885		breast_cancer			1
238	83	9805	GSM34544	GPL1390	GSE10885		breast_cancer			1
238	83	9806	GSM34545	GPL1390	GSE10885		breast_cancer			1
238	83	9807	GSM34546	GPL1390	GSE10885		breast_cancer			1
238	83	9808	GSM34547	GPL1390	GSE10885	breast_tissue_control				0
238	83	9809	GSM34548	GPL1390	GSE10885		breast_cancer			1
238	83	9810	GSM34549	GPL1390	GSE10885		breast_cancer			1
238	83	9811	GSM34550	GPL1390	GSE10885		breast_cancer			1
238	83	9812	GSM34553	GPL1390	GSE10885		breast_cancer			1
238	83	9813	GSM34554	GPL1390	GSE10885		breast_cancer			1
238	83	9814	GSM34558	GPL1390	GSE10885		breast_cancer			1
238	83	9815	GSM34559	GPL1390	GSE10885		breast_cancer			1
238	83	9816	GSM34560	GPL1390	GSE10885		breast_cancer			1
238	83	9817	GSM34561	GPL1390	GSE10885		breast_cancer			1
238	83	9818	GSM34562	GPL1390	GSE10885		breast_cancer			1
238	83	9819	GSM34563	GPL1390	GSE10885		breast_cancer			1
238	83	9820	GSM34565	GPL1390	GSE10885		breast_cancer			1
238	83	9821	GSM34566	GPL1390	GSE10885		breast_cancer			1
238	83	9822	GSM34567	GPL1390	GSE10885		breast_cancer			1
238	83	9823	GSM50135	GPL1390	GSE10885		breast_cancer			1
238	83	9824	GSM50149	GPL1390	GSE10885		breast_cancer			1
238	83	9825	GSM52885	GPL1390	GSE10885		breast_cancer			1
238	83	9826	GSM52886	GPL1390	GSE10885		breast_cancer			1
238	83	9827	GSM52887	GPL1390	GSE10885		breast_cancer			1
238	83	9828	GSM52888	GPL1390	GSE10885		breast_cancer			1
238	83	9829	GSM52889	GPL1390	GSE10885		breast_cancer			1
238	83	9830	GSM52890	GPL1390	GSE10885		breast_cancer			1
238	83	9831	GSM52891	GPL1390	GSE10885		breast_cancer			1
238	83	9832	GSM52892	GPL1390	GSE10885		breast_cancer			1
238	83	9833	GSM52893	GPL1390	GSE10885		breast_cancer			1
238	83	9834	GSM52894	GPL1390	GSE10885		breast_cancer			1
238	83	9835	GSM52895	GPL1390	GSE10885		breast_cancer			1
238	83	9836	GSM52896	GPL1390	GSE10885		breast_cancer			1
238	83	9838	GSM53474	GPL1390	GSE10885		breast_cancer			1
238	83	9839	GSM53478	GPL1390	GSE10885		breast_cancer			1
238	83	9840	GSM53479	GPL1390	GSE10885		breast_cancer			1
238	83	9841	GSM53480	GPL1390	GSE10885		breast_cancer			1
238	83	9842	GSM53481	GPL1390	GSE10885		breast_cancer			1
238	83	9843	GSM53482	GPL1390	GSE10885		breast_cancer			1
238	83	9844	GSM53483	GPL1390	GSE10885		breast_cancer			1
238	83	9845	GSM53484	GPL1390	GSE10885		breast_cancer			1
238	83	9846	GSM53485	GPL1390	GSE10885		breast_cancer			1
238	83	9847	GSM53486	GPL1390	GSE10885		breast_cancer			1
238	83	9848	GSM80216	GPL1390	GSE10885		breast_cancer			1
238	83	9849	GSM80217	GPL1390	GSE10885		breast_cancer			1
238	83	9850	GSM80218	GPL1390	GSE10885		breast_cancer			1
238	83	9851	GSM80219	GPL1390	GSE10885		breast_cancer			1
238	83	9852	GSM80220	GPL1390	GSE10885		breast_cancer			1
238	83	9853	GSM80221	GPL1390	GSE10885		breast_cancer			1
238	83	9854	GSM80222	GPL1390	GSE10885		breast_cancer			1
238	83	9855	GSM80226	GPL1390	GSE10885		breast_cancer			1
238	83	9856	GSM80227	GPL1390	GSE10885		breast_cancer			1
238	83	9857	GSM80229	GPL1390	GSE10885		breast_cancer			1
238	83	9858	GSM80230	GPL1390	GSE10885		breast_cancer			1
238	83	9859	GSM80232	GPL1390	GSE10885		breast_cancer			1
238	83	9860	GSM80237	GPL1390	GSE10885		breast_cancer			1
238	83	9861	GSM80241	GPL1390	GSE10885		breast_cancer			1
