series_id	platform_id	sample_id	gsm_name	gpl_name	gse_name	systemic_scleroderma	systemic_scleroderma_control	sample_class
8688	4	339635	GSM1108191	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339636	GSM1108192	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339637	GSM1108193	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339638	GSM1108194	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339639	GSM1108195	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339640	GSM1108196	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339641	GSM1108197	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339642	GSM1108198	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339643	GSM1108199	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339644	GSM1108200	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339645	GSM1108201	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339646	GSM1108202	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339647	GSM1108203	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339648	GSM1108204	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339649	GSM1108205	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339650	GSM1108206	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339651	GSM1108207	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339652	GSM1108208	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339653	GSM1108209	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339654	GSM1108210	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339655	GSM1108211	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339656	GSM1108212	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339657	GSM1108213	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339658	GSM1108214	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339659	GSM1108215	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339660	GSM1108216	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339661	GSM1108217	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339662	GSM1108218	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339663	GSM1108219	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339664	GSM1108220	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339665	GSM1108221	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339666	GSM1108222	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339667	GSM1108223	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339668	GSM1108224	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339669	GSM1108225	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339670	GSM1108226	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339671	GSM1108227	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339672	GSM1108228	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339673	GSM1108229	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339674	GSM1108230	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339675	GSM1108231	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339676	GSM1108232	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339677	GSM1108233	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339678	GSM1108234	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339679	GSM1108235	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339680	GSM1108236	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339681	GSM1108237	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339682	GSM1108238	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339683	GSM1108239	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339684	GSM1108240	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339685	GSM1108241	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339686	GSM1108242	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339687	GSM1108243	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339688	GSM1108244	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339689	GSM1108245	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339690	GSM1108246	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339691	GSM1108247	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339692	GSM1108248	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339693	GSM1108249	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339694	GSM1108250	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339695	GSM1108251	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339696	GSM1108252	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339697	GSM1108253	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339698	GSM1108254	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339699	GSM1108255	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339700	GSM1108256	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339701	GSM1108257	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339702	GSM1108258	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339703	GSM1108259	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339704	GSM1108260	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339705	GSM1108261	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339706	GSM1108262	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339707	GSM1108263	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339708	GSM1108264	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339709	GSM1108265	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339710	GSM1108266	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339711	GSM1108267	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339712	GSM1108268	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339713	GSM1108269	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339714	GSM1108270	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339715	GSM1108271	GPL570	GSE45536	systemic_scleroderma		1
8688	4	339716	GSM1108272	GPL570	GSE45536	systemic_scleroderma		1
13309	674	521238	GSM1560202	GPL10558	GSE63903		systemic_scleroderma_control	0
13309	674	521248	GSM1560203	GPL10558	GSE63903		systemic_scleroderma_control	0
13309	674	521249	GSM1560204	GPL10558	GSE63903		systemic_scleroderma_control	0
13309	674	521257	GSM1560205	GPL10558	GSE63903		systemic_scleroderma_control	0
13309	674	521262	GSM1560206	GPL10558	GSE63903		systemic_scleroderma_control	0
13309	674	521267	GSM1560207	GPL10558	GSE63903	systemic_scleroderma		1
13309	674	521273	GSM1560208	GPL10558	GSE63903	systemic_scleroderma		1
13309	674	521279	GSM1560209	GPL10558	GSE63903	systemic_scleroderma		1
13309	674	521292	GSM1560210	GPL10558	GSE63903	systemic_scleroderma		1
13309	674	521298	GSM1560211	GPL10558	GSE63903	systemic_scleroderma		1
13309	674	521303	GSM1560212	GPL10558	GSE63903	systemic_scleroderma		1
13309	674	521311	GSM1560213	GPL10558	GSE63903	systemic_scleroderma		1
13309	674	521317	GSM1560214	GPL10558	GSE63903	systemic_scleroderma		1
13309	674	521324	GSM1560215	GPL10558	GSE63903	systemic_scleroderma		1
