series_id	platform_id	sample_id	gsm_name	gpl_name	gse_name	sclc	or	pac	lung_cancer	lung_cancer_control	lung_tissue_control	nsclc	sample_class
2533	4	102269	GSM494620	GPL570	GSE19804					lung_cancer_control			0
2533	4	102270	GSM494621	GPL570	GSE19804					lung_cancer_control			0
2533	4	102271	GSM494622	GPL570	GSE19804					lung_cancer_control			0
2533	4	102272	GSM494623	GPL570	GSE19804					lung_cancer_control			0
2533	4	102273	GSM494624	GPL570	GSE19804					lung_cancer_control			0
2533	4	102274	GSM494625	GPL570	GSE19804					lung_cancer_control			0
2533	4	102275	GSM494626	GPL570	GSE19804					lung_cancer_control			0
2533	4	102276	GSM494627	GPL570	GSE19804					lung_cancer_control			0
2533	4	102277	GSM494628	GPL570	GSE19804					lung_cancer_control			0
2533	4	102278	GSM494629	GPL570	GSE19804					lung_cancer_control			0
2533	4	102279	GSM494630	GPL570	GSE19804					lung_cancer_control			0
2533	4	102280	GSM494631	GPL570	GSE19804					lung_cancer_control			0
2533	4	102281	GSM494632	GPL570	GSE19804					lung_cancer_control			0
2533	4	102282	GSM494633	GPL570	GSE19804					lung_cancer_control			0
2533	4	102283	GSM494634	GPL570	GSE19804					lung_cancer_control			0
2533	4	102284	GSM494635	GPL570	GSE19804					lung_cancer_control			0
2533	4	102285	GSM494636	GPL570	GSE19804					lung_cancer_control			0
2533	4	102286	GSM494637	GPL570	GSE19804					lung_cancer_control			0
2533	4	102287	GSM494638	GPL570	GSE19804					lung_cancer_control			0
2533	4	102288	GSM494639	GPL570	GSE19804					lung_cancer_control			0
2533	4	102289	GSM494640	GPL570	GSE19804					lung_cancer_control			0
2533	4	102290	GSM494641	GPL570	GSE19804					lung_cancer_control			0
2533	4	102291	GSM494642	GPL570	GSE19804					lung_cancer_control			0
2533	4	102292	GSM494643	GPL570	GSE19804					lung_cancer_control			0
2533	4	102293	GSM494644	GPL570	GSE19804					lung_cancer_control			0
2533	4	102294	GSM494645	GPL570	GSE19804					lung_cancer_control			0
2533	4	102295	GSM494646	GPL570	GSE19804					lung_cancer_control			0
2533	4	102296	GSM494647	GPL570	GSE19804					lung_cancer_control			0
2533	4	102297	GSM494648	GPL570	GSE19804					lung_cancer_control			0
2533	4	102298	GSM494649	GPL570	GSE19804					lung_cancer_control			0
2533	4	102299	GSM494650	GPL570	GSE19804					lung_cancer_control			0
2533	4	102300	GSM494651	GPL570	GSE19804					lung_cancer_control			0
2533	4	102301	GSM494652	GPL570	GSE19804					lung_cancer_control			0
2533	4	102302	GSM494653	GPL570	GSE19804					lung_cancer_control			0
2533	4	102303	GSM494654	GPL570	GSE19804					lung_cancer_control			0
2533	4	102304	GSM494655	GPL570	GSE19804					lung_cancer_control			0
2533	4	102305	GSM494656	GPL570	GSE19804					lung_cancer_control			0
2533	4	102306	GSM494657	GPL570	GSE19804					lung_cancer_control			0
2533	4	102307	GSM494658	GPL570	GSE19804					lung_cancer_control			0
2533	4	102308	GSM494659	GPL570	GSE19804					lung_cancer_control			0
2533	4	102309	GSM494660	GPL570	GSE19804					lung_cancer_control			0
2533	4	102310	GSM494661	GPL570	GSE19804					lung_cancer_control			0
2533	4	102311	GSM494662	GPL570	GSE19804					lung_cancer_control			0
2533	4	102312	GSM494663	GPL570	GSE19804					lung_cancer_control			0
2533	4	102313	GSM494664	GPL570	GSE19804					lung_cancer_control			0
2533	4	102314	GSM494665	GPL570	GSE19804					lung_cancer_control			0
2533	4	102315	GSM494666	GPL570	GSE19804					lung_cancer_control			0
2533	4	102316	GSM494667	GPL570	GSE19804					lung_cancer_control			0
2533	4	102317	GSM494668	GPL570	GSE19804					lung_cancer_control			0
2533	4	102318	GSM494669	GPL570	GSE19804					lung_cancer_control			0
2533	4	102319	GSM494670	GPL570	GSE19804					lung_cancer_control			0
2533	4	102320	GSM494671	GPL570	GSE19804					lung_cancer_control			0
2533	4	102321	GSM494672	GPL570	GSE19804					lung_cancer_control			0
2533	4	102322	GSM494673	GPL570	GSE19804					lung_cancer_control			0
2533	4	102323	GSM494674	GPL570	GSE19804					lung_cancer_control			0
2533	4	102324	GSM494675	GPL570	GSE19804					lung_cancer_control			0
13592	283	530643	GSM1623452	GPL6244	GSE66499					lung_cancer_control			0
13592	283	530653	GSM1623453	GPL6244	GSE66499					lung_cancer_control			0
13592	283	530662	GSM1623454	GPL6244	GSE66499				lung_cancer				1
13592	283	530670	GSM1623455	GPL6244	GSE66499				lung_cancer				1
13592	283	530680	GSM1623456	GPL6244	GSE66499				lung_cancer				1
13592	283	530686	GSM1623457	GPL6244	GSE66499				lung_cancer				1
13592	283	530697	GSM1623458	GPL6244	GSE66499					lung_cancer_control			0
13592	283	530703	GSM1623459	GPL6244	GSE66499					lung_cancer_control			0
13592	283	530710	GSM1623460	GPL6244	GSE66499				lung_cancer				1
13592	283	530719	GSM1623461	GPL6244	GSE66499				lung_cancer				1
13592	283	530726	GSM1623462	GPL6244	GSE66499				lung_cancer				1
13592	283	530734	GSM1623463	GPL6244	GSE66499				lung_cancer				1
13592	283	530740	GSM1623464	GPL6244	GSE66499				lung_cancer				1
13592	283	530744	GSM1623465	GPL6244	GSE66499				lung_cancer				1
13592	283	530750	GSM1623466	GPL6244	GSE66499					lung_cancer_control			0
13592	283	530757	GSM1623467	GPL6244	GSE66499					lung_cancer_control			0
13592	283	530763	GSM1623468	GPL6244	GSE66499				lung_cancer				1
13592	283	530767	GSM1623469	GPL6244	GSE66499					lung_cancer_control			0
13592	283	530773	GSM1623470	GPL6244	GSE66499					lung_cancer_control			0
13592	283	530775	GSM1623471	GPL6244	GSE66499					lung_cancer_control			0
13592	283	530782	GSM1623472	GPL6244	GSE66499					lung_cancer_control			0
13592	283	530787	GSM1623473	GPL6244	GSE66499				lung_cancer				1
13592	283	530793	GSM1623474	GPL6244	GSE66499				lung_cancer				1
13592	283	530800	GSM1623475	GPL6244	GSE66499				lung_cancer				1
13592	283	530807	GSM1623476	GPL6244	GSE66499				lung_cancer				1
13592	283	530813	GSM1623477	GPL6244	GSE66499				lung_cancer				1
13592	283	530819	GSM1623478	GPL6244	GSE66499				lung_cancer				1
13592	283	530822	GSM1623479	GPL6244	GSE66499				lung_cancer				1
13592	283	530827	GSM1623480	GPL6244	GSE66499				lung_cancer				1
13592	283	530832	GSM1623481	GPL6244	GSE66499				lung_cancer				1
13592	283	530839	GSM1623482	GPL6244	GSE66499				lung_cancer				1
13592	283	530844	GSM1623483	GPL6244	GSE66499				lung_cancer				1
13592	283	530851	GSM1623484	GPL6244	GSE66499				lung_cancer				1
13592	283	530858	GSM1623485	GPL6244	GSE66499				lung_cancer				1
13592	283	530863	GSM1623486	GPL6244	GSE66499				lung_cancer				1
13592	283	530868	GSM1623487	GPL6244	GSE66499				lung_cancer				1
13592	283	530873	GSM1623488	GPL6244	GSE66499					lung_cancer_control			0
13592	283	530874	GSM1623489	GPL6244	GSE66499					lung_cancer_control			0
13592	283	530881	GSM1623490	GPL6244	GSE66499					lung_cancer_control			0
13592	283	530887	GSM1623491	GPL6244	GSE66499					lung_cancer_control			0
13592	283	530891	GSM1623492	GPL6244	GSE66499					lung_cancer_control			0
13592	283	530899	GSM1623493	GPL6244	GSE66499					lung_cancer_control			0
13592	283	530904	GSM1623494	GPL6244	GSE66499				lung_cancer				1
13592	283	530910	GSM1623495	GPL6244	GSE66499				lung_cancer				1
13592	283	530914	GSM1623496	GPL6244	GSE66499				lung_cancer				1
13592	283	530923	GSM1623497	GPL6244	GSE66499					lung_cancer_control			0
13592	283	530931	GSM1623498	GPL6244	GSE66499					lung_cancer_control			0
13592	283	530939	GSM1623499	GPL6244	GSE66499				lung_cancer				1
13592	283	530946	GSM1623500	GPL6244	GSE66499				lung_cancer				1
13592	283	530955	GSM1623501	GPL6244	GSE66499				lung_cancer				1
13592	283	530959	GSM1623502	GPL6244	GSE66499				lung_cancer				1
13592	283	530965	GSM1623503	GPL6244	GSE66499				lung_cancer				1
13592	283	530970	GSM1623504	GPL6244	GSE66499				lung_cancer				1
13592	283	530975	GSM1623505	GPL6244	GSE66499				lung_cancer				1
13592	283	530982	GSM1623506	GPL6244	GSE66499					lung_cancer_control			0
13592	283	530989	GSM1623507	GPL6244	GSE66499					lung_cancer_control			0
13592	283	530994	GSM1623508	GPL6244	GSE66499					lung_cancer_control			0
13592	283	530999	GSM1623509	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531004	GSM1623510	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531009	GSM1623511	GPL6244	GSE66499				lung_cancer				1
13592	283	531012	GSM1623512	GPL6244	GSE66499				lung_cancer				1
13592	283	531018	GSM1623513	GPL6244	GSE66499				lung_cancer				1
13592	283	531023	GSM1623514	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531030	GSM1623515	GPL6244	GSE66499				lung_cancer				1
13592	283	531038	GSM1623516	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531043	GSM1623517	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531047	GSM1623518	GPL6244	GSE66499				lung_cancer				1
13592	283	531056	GSM1623519	GPL6244	GSE66499				lung_cancer				1
13592	283	531061	GSM1623520	GPL6244	GSE66499				lung_cancer				1
13592	283	531066	GSM1623521	GPL6244	GSE66499				lung_cancer				1
13592	283	531073	GSM1623522	GPL6244	GSE66499				lung_cancer				1
13592	283	531075	GSM1623523	GPL6244	GSE66499				lung_cancer				1
13592	283	531079	GSM1623524	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531084	GSM1623525	GPL6244	GSE66499				lung_cancer				1
13592	283	531090	GSM1623526	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531095	GSM1623527	GPL6244	GSE66499				lung_cancer				1
13592	283	531100	GSM1623528	GPL6244	GSE66499				lung_cancer				1
13592	283	531108	GSM1623529	GPL6244	GSE66499				lung_cancer				1
13592	283	531114	GSM1623530	GPL6244	GSE66499				lung_cancer				1
13592	283	531119	GSM1623531	GPL6244	GSE66499				lung_cancer				1
13592	283	531124	GSM1623532	GPL6244	GSE66499				lung_cancer				1
13592	283	531131	GSM1623533	GPL6244	GSE66499				lung_cancer				1
13592	283	531137	GSM1623534	GPL6244	GSE66499				lung_cancer				1
13592	283	531143	GSM1623535	GPL6244	GSE66499				lung_cancer				1
13592	283	531151	GSM1623536	GPL6244	GSE66499				lung_cancer				1
13592	283	531153	GSM1623537	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531158	GSM1623538	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531163	GSM1623539	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531169	GSM1623540	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531175	GSM1623541	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531182	GSM1623542	GPL6244	GSE66499				lung_cancer				1
13592	283	531192	GSM1623543	GPL6244	GSE66499				lung_cancer				1
13592	283	531202	GSM1623544	GPL6244	GSE66499				lung_cancer				1
13592	283	531209	GSM1623545	GPL6244	GSE66499				lung_cancer				1
13592	283	531219	GSM1623546	GPL6244	GSE66499				lung_cancer				1
13592	283	531223	GSM1623547	GPL6244	GSE66499				lung_cancer				1
13592	283	531232	GSM1623548	GPL6244	GSE66499				lung_cancer				1
13592	283	531241	GSM1623549	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531246	GSM1623550	GPL6244	GSE66499				lung_cancer				1
13592	283	531253	GSM1623551	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531262	GSM1623552	GPL6244	GSE66499				lung_cancer				1
13592	283	531270	GSM1623553	GPL6244	GSE66499				lung_cancer				1
13592	283	531277	GSM1623554	GPL6244	GSE66499				lung_cancer				1
13592	283	531284	GSM1623555	GPL6244	GSE66499				lung_cancer				1
13592	283	531297	GSM1623556	GPL6244	GSE66499				lung_cancer				1
13592	283	531301	GSM1623557	GPL6244	GSE66499				lung_cancer				1
13592	283	531312	GSM1623558	GPL6244	GSE66499				lung_cancer				1
13592	283	531316	GSM1623559	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531325	GSM1623560	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531331	GSM1623561	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531338	GSM1623562	GPL6244	GSE66499				lung_cancer				1
13592	283	531343	GSM1623563	GPL6244	GSE66499				lung_cancer				1
13592	283	531350	GSM1623564	GPL6244	GSE66499				lung_cancer				1
13592	283	531360	GSM1623565	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531367	GSM1623566	GPL6244	GSE66499				lung_cancer				1
13592	283	531372	GSM1623567	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531385	GSM1623568	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531390	GSM1623569	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531401	GSM1623570	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531408	GSM1623571	GPL6244	GSE66499				lung_cancer				1
13592	283	531417	GSM1623572	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531425	GSM1623573	GPL6244	GSE66499				lung_cancer				1
13592	283	531436	GSM1623574	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531446	GSM1623575	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531452	GSM1623576	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531463	GSM1623577	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531480	GSM1623578	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531493	GSM1623579	GPL6244	GSE66499				lung_cancer				1
13592	283	531499	GSM1623580	GPL6244	GSE66499				lung_cancer				1
13592	283	531509	GSM1623581	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531523	GSM1623582	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531528	GSM1623583	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531540	GSM1623584	GPL6244	GSE66499				lung_cancer				1
13592	283	531546	GSM1623585	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531559	GSM1623586	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531568	GSM1623587	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531578	GSM1623588	GPL6244	GSE66499				lung_cancer				1
13592	283	531584	GSM1623589	GPL6244	GSE66499				lung_cancer				1
13592	283	531596	GSM1623590	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531601	GSM1623591	GPL6244	GSE66499				lung_cancer				1
13592	283	531607	GSM1623592	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531611	GSM1623593	GPL6244	GSE66499				lung_cancer				1
13592	283	531620	GSM1623594	GPL6244	GSE66499				lung_cancer				1
13592	283	531631	GSM1623595	GPL6244	GSE66499				lung_cancer				1
13592	283	531638	GSM1623596	GPL6244	GSE66499				lung_cancer				1
13592	283	531643	GSM1623597	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531651	GSM1623598	GPL6244	GSE66499				lung_cancer				1
13592	283	531658	GSM1623599	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531666	GSM1623600	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531673	GSM1623601	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531681	GSM1623602	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531689	GSM1623603	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531695	GSM1623604	GPL6244	GSE66499				lung_cancer				1
13592	283	531705	GSM1623605	GPL6244	GSE66499				lung_cancer				1
13592	283	531715	GSM1623606	GPL6244	GSE66499				lung_cancer				1
13592	283	531727	GSM1623607	GPL6244	GSE66499				lung_cancer				1
13592	283	531735	GSM1623608	GPL6244	GSE66499				lung_cancer				1
13592	283	531744	GSM1623609	GPL6244	GSE66499				lung_cancer				1
13592	283	531752	GSM1623610	GPL6244	GSE66499				lung_cancer				1
13592	283	531759	GSM1623611	GPL6244	GSE66499				lung_cancer				1
13592	283	531764	GSM1623612	GPL6244	GSE66499				lung_cancer				1
13592	283	531773	GSM1623613	GPL6244	GSE66499				lung_cancer				1
13592	283	531780	GSM1623614	GPL6244	GSE66499				lung_cancer				1
13592	283	531787	GSM1623615	GPL6244	GSE66499				lung_cancer				1
13592	283	531795	GSM1623616	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531803	GSM1623617	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531811	GSM1623618	GPL6244	GSE66499				lung_cancer				1
13592	283	531820	GSM1623619	GPL6244	GSE66499				lung_cancer				1
13592	283	531827	GSM1623620	GPL6244	GSE66499				lung_cancer				1
13592	283	531835	GSM1623621	GPL6244	GSE66499				lung_cancer				1
13592	283	531844	GSM1623622	GPL6244	GSE66499				lung_cancer				1
13592	283	531853	GSM1623623	GPL6244	GSE66499				lung_cancer				1
13592	283	531860	GSM1623624	GPL6244	GSE66499				lung_cancer				1
13592	283	531869	GSM1623625	GPL6244	GSE66499				lung_cancer				1
13592	283	531876	GSM1623626	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531884	GSM1623627	GPL6244	GSE66499				lung_cancer				1
13592	283	531892	GSM1623628	GPL6244	GSE66499				lung_cancer				1
13592	283	531902	GSM1623629	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531910	GSM1623630	GPL6244	GSE66499				lung_cancer				1
13592	283	531918	GSM1623631	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531928	GSM1623632	GPL6244	GSE66499				lung_cancer				1
13592	283	531944	GSM1623633	GPL6244	GSE66499				lung_cancer				1
13592	283	531949	GSM1623634	GPL6244	GSE66499				lung_cancer				1
13592	283	531956	GSM1623635	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531966	GSM1623636	GPL6244	GSE66499				lung_cancer				1
13592	283	531976	GSM1623637	GPL6244	GSE66499					lung_cancer_control			0
13592	283	531987	GSM1623638	GPL6244	GSE66499				lung_cancer				1
13592	283	531997	GSM1623639	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532010	GSM1623640	GPL6244	GSE66499				lung_cancer				1
13592	283	532016	GSM1623641	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532025	GSM1623642	GPL6244	GSE66499				lung_cancer				1
13592	283	532035	GSM1623643	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532048	GSM1623644	GPL6244	GSE66499				lung_cancer				1
13592	283	532053	GSM1623645	GPL6244	GSE66499				lung_cancer				1
13592	283	532067	GSM1623646	GPL6244	GSE66499				lung_cancer				1
13592	283	532077	GSM1623647	GPL6244	GSE66499				lung_cancer				1
13592	283	532087	GSM1623648	GPL6244	GSE66499				lung_cancer				1
13592	283	532099	GSM1623649	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532109	GSM1623650	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532118	GSM1623651	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532126	GSM1623652	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532133	GSM1623653	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532141	GSM1623654	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532151	GSM1623655	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532159	GSM1623656	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532167	GSM1623657	GPL6244	GSE66499				lung_cancer				1
13592	283	532174	GSM1623658	GPL6244	GSE66499				lung_cancer				1
13592	283	532181	GSM1623659	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532185	GSM1623660	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532191	GSM1623661	GPL6244	GSE66499				lung_cancer				1
13592	283	532198	GSM1623662	GPL6244	GSE66499				lung_cancer				1
13592	283	532207	GSM1623663	GPL6244	GSE66499				lung_cancer				1
13592	283	532214	GSM1623664	GPL6244	GSE66499				lung_cancer				1
13592	283	532223	GSM1623665	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532232	GSM1623666	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532240	GSM1623667	GPL6244	GSE66499				lung_cancer				1
13592	283	532247	GSM1623668	GPL6244	GSE66499				lung_cancer				1
13592	283	532254	GSM1623669	GPL6244	GSE66499				lung_cancer				1
13592	283	532260	GSM1623670	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532270	GSM1623671	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532278	GSM1623672	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532287	GSM1623673	GPL6244	GSE66499				lung_cancer				1
13592	283	532291	GSM1623674	GPL6244	GSE66499				lung_cancer				1
13592	283	532295	GSM1623675	GPL6244	GSE66499				lung_cancer				1
13592	283	532303	GSM1623676	GPL6244	GSE66499				lung_cancer				1
13592	283	532309	GSM1623677	GPL6244	GSE66499				lung_cancer				1
13592	283	532315	GSM1623678	GPL6244	GSE66499				lung_cancer				1
13592	283	532323	GSM1623679	GPL6244	GSE66499				lung_cancer				1
13592	283	532330	GSM1623680	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532334	GSM1623681	GPL6244	GSE66499				lung_cancer				1
13592	283	532339	GSM1623682	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532346	GSM1623683	GPL6244	GSE66499				lung_cancer				1
13592	283	532354	GSM1623684	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532359	GSM1623685	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532366	GSM1623686	GPL6244	GSE66499				lung_cancer				1
13592	283	532374	GSM1623687	GPL6244	GSE66499				lung_cancer				1
13592	283	532381	GSM1623688	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532387	GSM1623689	GPL6244	GSE66499				lung_cancer				1
13592	283	532393	GSM1623690	GPL6244	GSE66499				lung_cancer				1
13592	283	532398	GSM1623691	GPL6244	GSE66499				lung_cancer				1
13592	283	532406	GSM1623692	GPL6244	GSE66499				lung_cancer				1
13592	283	532412	GSM1623693	GPL6244	GSE66499				lung_cancer				1
13592	283	532419	GSM1623694	GPL6244	GSE66499				lung_cancer				1
13592	283	532425	GSM1623695	GPL6244	GSE66499				lung_cancer				1
13592	283	532433	GSM1623696	GPL6244	GSE66499				lung_cancer				1
13592	283	532435	GSM1623697	GPL6244	GSE66499				lung_cancer				1
13592	283	532442	GSM1623698	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532454	GSM1623699	GPL6244	GSE66499				lung_cancer				1
13592	283	532460	GSM1623700	GPL6244	GSE66499				lung_cancer				1
13592	283	532470	GSM1623701	GPL6244	GSE66499				lung_cancer				1
13592	283	532475	GSM1623702	GPL6244	GSE66499				lung_cancer				1
13592	283	532482	GSM1623703	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532490	GSM1623704	GPL6244	GSE66499				lung_cancer				1
13592	283	532496	GSM1623705	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532505	GSM1623706	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532512	GSM1623707	GPL6244	GSE66499				lung_cancer				1
13592	283	532522	GSM1623708	GPL6244	GSE66499				lung_cancer				1
13592	283	532532	GSM1623709	GPL6244	GSE66499				lung_cancer				1
13592	283	532547	GSM1623710	GPL6244	GSE66499				lung_cancer				1
13592	283	532558	GSM1623711	GPL6244	GSE66499				lung_cancer				1
13592	283	532571	GSM1623712	GPL6244	GSE66499					lung_cancer_control			0
13592	283	532581	GSM1623713	GPL6244	GSE66499					lung_cancer_control			0
