series_id	platform_id	sample_id	gsm_name	gpl_name	gse_name	eac_non_tumor	be_tissue	sample_class
7332	9	293044	GSM970025	GPL571	GSE39491		be_tissue	1
7332	9	293045	GSM970026	GPL571	GSE39491	eac_non_tumor		0
7332	9	293047	GSM970028	GPL571	GSE39491		be_tissue	1
7332	9	293048	GSM970029	GPL571	GSE39491	eac_non_tumor		0
7332	9	293050	GSM970031	GPL571	GSE39491		be_tissue	1
7332	9	293051	GSM970032	GPL571	GSE39491	eac_non_tumor		0
7332	9	293053	GSM970034	GPL571	GSE39491		be_tissue	1
7332	9	293054	GSM970035	GPL571	GSE39491	eac_non_tumor		0
7332	9	293056	GSM970041	GPL571	GSE39491		be_tissue	1
7332	9	293057	GSM970042	GPL571	GSE39491	eac_non_tumor		0
7332	9	293059	GSM970044	GPL571	GSE39491		be_tissue	1
7332	9	293060	GSM970045	GPL571	GSE39491	eac_non_tumor		0
7332	9	293062	GSM970049	GPL571	GSE39491		be_tissue	1
7332	9	293063	GSM970050	GPL571	GSE39491	eac_non_tumor		0
7332	9	293065	GSM970054	GPL571	GSE39491		be_tissue	1
7332	9	293066	GSM970055	GPL571	GSE39491	eac_non_tumor		0
7332	9	293068	GSM970061	GPL571	GSE39491		be_tissue	1
7332	9	293069	GSM970062	GPL571	GSE39491	eac_non_tumor		0
7332	9	293071	GSM970064	GPL571	GSE39491		be_tissue	1
7332	9	293072	GSM970065	GPL571	GSE39491	eac_non_tumor		0
7332	9	293074	GSM970071	GPL571	GSE39491		be_tissue	1
7332	9	293075	GSM970072	GPL571	GSE39491	eac_non_tumor		0
7332	9	293077	GSM970078	GPL571	GSE39491		be_tissue	1
7332	9	293078	GSM970079	GPL571	GSE39491	eac_non_tumor		0
7332	9	293080	GSM970081	GPL571	GSE39491		be_tissue	1
7332	9	293081	GSM970082	GPL571	GSE39491	eac_non_tumor		0
7332	9	293083	GSM970088	GPL571	GSE39491		be_tissue	1
7332	9	293084	GSM970089	GPL571	GSE39491	eac_non_tumor		0
7332	9	293086	GSM970093	GPL571	GSE39491		be_tissue	1
7332	9	293087	GSM970094	GPL571	GSE39491	eac_non_tumor		0
7332	9	293089	GSM970100	GPL571	GSE39491		be_tissue	1
7332	9	293090	GSM970101	GPL571	GSE39491	eac_non_tumor		0
7332	9	293092	GSM970107	GPL571	GSE39491		be_tissue	1
7332	9	293093	GSM970108	GPL571	GSE39491	eac_non_tumor		0
7332	9	293095	GSM970110	GPL571	GSE39491		be_tissue	1
7332	9	293096	GSM970111	GPL571	GSE39491	eac_non_tumor		0
7332	9	293098	GSM970115	GPL571	GSE39491		be_tissue	1
7332	9	293099	GSM970116	GPL571	GSE39491	eac_non_tumor		0
7332	9	293101	GSM970120	GPL571	GSE39491		be_tissue	1
7332	9	293102	GSM970121	GPL571	GSE39491	eac_non_tumor		0
7332	9	293104	GSM970128	GPL571	GSE39491		be_tissue	1
7332	9	293105	GSM970129	GPL571	GSE39491	eac_non_tumor		0
7332	9	293107	GSM970135	GPL571	GSE39491		be_tissue	1
7332	9	293108	GSM970136	GPL571	GSE39491	eac_non_tumor		0
7332	9	293110	GSM970138	GPL571	GSE39491		be_tissue	1
7332	9	293111	GSM970139	GPL571	GSE39491	eac_non_tumor		0
7332	9	293113	GSM970145	GPL571	GSE39491		be_tissue	1
7332	9	293114	GSM970146	GPL571	GSE39491	eac_non_tumor		0
7332	9	293116	GSM970148	GPL571	GSE39491		be_tissue	1
7332	9	293117	GSM970149	GPL571	GSE39491	eac_non_tumor		0
7332	9	293119	GSM970151	GPL571	GSE39491		be_tissue	1
7332	9	293120	GSM970152	GPL571	GSE39491	eac_non_tumor		0
7332	9	293122	GSM970154	GPL571	GSE39491		be_tissue	1
7332	9	293123	GSM970155	GPL571	GSE39491	eac_non_tumor		0
7332	9	293125	GSM970159	GPL571	GSE39491		be_tissue	1
7332	9	293126	GSM970160	GPL571	GSE39491	eac_non_tumor		0
7332	9	293128	GSM970164	GPL571	GSE39491		be_tissue	1
7332	9	293129	GSM970165	GPL571	GSE39491	eac_non_tumor		0
7332	9	293131	GSM970172	GPL571	GSE39491		be_tissue	1
7332	9	293132	GSM970173	GPL571	GSE39491	eac_non_tumor		0
10854	1512	424619	GSM140636	GPL4459	GSE6059	eac_non_tumor		0
10854	1512	424621	GSM140639	GPL4459	GSE6059	eac_non_tumor		0
10854	1512	424622	GSM140641	GPL4459	GSE6059		be_tissue	1
10854	1512	424623	GSM140658	GPL4459	GSE6059	eac_non_tumor		0
10854	1512	424624	GSM140659	GPL4459	GSE6059		be_tissue	1
10854	1512	424626	GSM140661	GPL4459	GSE6059	eac_non_tumor		0
10854	1512	424627	GSM140662	GPL4459	GSE6059		be_tissue	1
10854	1512	424629	GSM140664	GPL4459	GSE6059	eac_non_tumor		0
10854	1512	424630	GSM140665	GPL4459	GSE6059		be_tissue	1
10854	1512	424632	GSM140671	GPL4459	GSE6059	eac_non_tumor		0
10854	1512	424633	GSM140672	GPL4459	GSE6059		be_tissue	1
